id,name_zh,name_en,name_bn,category_group,category,parent_site,division,district,upazila_or_thana,latitude,longitude,address,description_zh,opening_hours,ticket_price,best_season,transport,contact,website,image_url,source_urls,source_type,verification_status,last_verified,notes
BD-POI-0078,,Ratargul Swamp Forest,,森林公园与保护区,Freshwater swamp forest,,Sylhet,Sylhet,Gowainghat,25.0121062,91.9229271,,Ratargul Swamp Forest位于孟加拉国Sylhet大区的Sylhet，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=25.0121062&mlon=91.9229271#map=15/25.0121062/91.9229271,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0079,,Jaflong,,山地与瀑布,River / hill landscape,,Sylhet,Sylhet,Gowainghat,25.1729658,92.0202881,,Jaflong位于孟加拉国Sylhet大区的Sylhet，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=25.1729658&mlon=92.0202881#map=15/25.1729658/92.0202881,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0080,,Bichanakandi,,河流湖泊与湿地,River / stone landscape,,Sylhet,Sylhet,Gowainghat,,,,Bichanakandi位于孟加拉国Sylhet大区的Sylhet，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0081,,Lalakhal,,河流湖泊与湿地,River landscape,,Sylhet,Sylhet,Jaintiapur,25.1165275,92.1841912,,Lalakhal位于孟加拉国Sylhet大区的Sylhet，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=25.1165275&mlon=92.1841912#map=15/25.1165275/92.1841912,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0082,,Shrine of Shah Jalal,,宗教与考古,Religious shrine,,Sylhet,Sylhet,Sylhet Sadar,,,,Shrine of Shah Jalal位于孟加拉国Sylhet大区的Sylhet，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0083,,Lawachara National Park,,森林公园与保护区,National park,,Sylhet,Moulvibazar,Kamalganj,24.3292272,91.7879335,,Lawachara National Park位于孟加拉国Sylhet大区的Moulvibazar，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.3292272&mlon=91.7879335#map=15/24.3292272/91.7879335,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0084,,Madhabkunda Waterfall,,山地与瀑布,Waterfall / eco-park,,Sylhet,Moulvibazar,Barlekha,,,,Madhabkunda Waterfall位于孟加拉国Sylhet大区的Moulvibazar，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0085,,Madhabpur Lake,,河流湖泊与湿地,Lake / tea estate,,Sylhet,Moulvibazar,Kamalganj,24.2810440,91.8173266,,Madhabpur Lake位于孟加拉国Sylhet大区的Moulvibazar，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.281044&mlon=91.8173266#map=15/24.281044/91.8173266,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0086,,Hakaluki Haor,,河流湖泊与湿地,Wetland / haor,,Sylhet,"Moulvibazar, Sylhet","Barlekha, Kulaura, Juri, Golapganj, Fenchuganj",,,,"Hakaluki Haor位于孟加拉国Sylhet大区的Moulvibazar, Sylhet，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。",,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0087,,Baikka Beel,,河流湖泊与湿地,Wetland sanctuary,,Sylhet,Moulvibazar,Sreemangal,24.3501994,91.6993087,,Baikka Beel位于孟加拉国Sylhet大区的Moulvibazar，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.3501994&mlon=91.6993087#map=15/24.3501994/91.6993087,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0088,,Hum Hum Waterfall,,山地与瀑布,Waterfall,,Sylhet,Moulvibazar,Kamalganj,24.1677322,91.9119568,,Hum Hum Waterfall位于孟加拉国Sylhet大区的Moulvibazar，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.1677322&mlon=91.9119568#map=15/24.1677322/91.9119568,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0089,,Satchari National Park,,森林公园与保护区,National park,,Sylhet,Habiganj,Chunarughat,24.1341444,91.4427973,,Satchari National Park位于孟加拉国Sylhet大区的Habiganj，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.1341444&mlon=91.4427973#map=15/24.1341444/91.4427973,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0090,,Rema-Kalenga Wildlife Sanctuary,,森林公园与保护区,Wildlife sanctuary,,Sylhet,Habiganj,Chunarughat,,,,Rema-Kalenga Wildlife Sanctuary位于孟加拉国Sylhet大区的Habiganj，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0091,,Tanguar Haor,,河流湖泊与湿地,Ramsar wetland,,Sylhet,Sunamganj,"Tahirpur, Madhyanagar",25.0720888,91.3928538,,Tanguar Haor位于孟加拉国Sylhet大区的Sunamganj，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://rsis.ramsar.org/RISapp/files/RISrep/BD1031RIS.pdf | https://www.openstreetmap.org/?mlat=25.0720888&mlon=91.3928538#map=15/25.0720888/91.3928538,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0092,,Kuakata Beach,,海滩与岛屿,Sea beach,,Barishal,Patuakhali,Kalapara,21.8130846,90.1226475,,Kuakata Beach位于孟加拉国Barishal大区的Patuakhali，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=21.8130846&mlon=90.1226475#map=15/21.8130846/90.1226475,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0093,,Fatrar Char,,海滩与岛屿,Mangrove forest / beach,,Barishal,Barguna,Taltali,21.8953601,90.0581278,,Fatrar Char位于孟加拉国Barishal大区的Barguna，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://taltali.barguna.gov.bd/pages/static-pages/6978a7a235ce18e1c0674ea1 | https://www.openstreetmap.org/?mlat=21.8953601&mlon=90.0581278#map=15/21.8953601/90.0581278,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0094,,Bhimruli Floating Guava Market,,河流湖泊与湿地,River market / cultural landscape,,Barishal,Jhalokati,Jhalokati Sadar,22.7137533,90.1628405,,Bhimruli Floating Guava Market位于孟加拉国Barishal大区的Jhalokati，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.jhalakathi.gov.bd/en/site/tourist_spot/%E0%A6%AD%E0%A6%BF%E0%A6%AE%E0%A6%B0%E0%A7%81%E0%A6%B2%E0%A7%80-%E0%A6%AA%E0%A7%87%E0%A7%9F%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%AC%E0%A6%BE%E0%A6%97%E0%A6%BE%E0%A6%A8-%E0%A6%93-%E0%A6%AD%E0%A6%BE%E0%A6%B8%E0%A6%AE%E0%A6%BE%E0%A6%A8-%E0%A6%AA%E0%A7%87%E0%A7%9F%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0 | https://www.openstreetmap.org/?mlat=22.7137533&mlon=90.1628405#map=15/22.7137533/90.1628405,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0095,,Durgasagar,,河流湖泊与湿地,Lake,,Barishal,Barishal,Babuganj,,,,Durgasagar位于孟加拉国Barishal大区的Barishal，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0096,,Oxford Mission Church,,宗教与考古,Historic church,,Barishal,Barishal,Barishal Sadar,22.7043193,90.3628335,,Oxford Mission Church位于孟加拉国Barishal大区的Barishal，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=22.7043193&mlon=90.3628335#map=15/22.7043193/90.3628335,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0097,,Char Kukri-Mukri Wildlife Sanctuary,,海滩与岛屿,Wildlife sanctuary / island,,Barishal,Bhola,Char Fasson,21.9349670,90.6522125,,Char Kukri-Mukri Wildlife Sanctuary位于孟加拉国Barishal大区的Bhola，在本数据集中归为“海滩与岛屿”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=21.934967&mlon=90.6522125#map=15/21.934967/90.6522125,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0098,,Birishiri,,山地与瀑布,Cultural / hill landscape,,Mymensingh,Netrokona,Durgapur,,,,Birishiri位于孟加拉国Mymensingh大区的Netrokona，在本数据集中归为“山地与瀑布”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0099,,Someshwari River,,河流湖泊与湿地,River landscape,,Mymensingh,Netrokona,Durgapur,25.0936402,90.6883538,,Someshwari River位于孟加拉国Mymensingh大区的Netrokona，在本数据集中归为“河流湖泊与湿地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,雨季至雨季后（约6–11月）；出行前核实水位与安全情况,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=25.0936402&mlon=90.6883538#map=15/25.0936402/90.6883538,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0100,,Muktagacha Palace,,历史文化,Palace,,Mymensingh,Mymensingh,Muktagacha,24.7330028,90.2284151,,Muktagacha Palace位于孟加拉国Mymensingh大区的Mymensingh，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.7330028&mlon=90.2284151#map=15/24.7330028/90.2284151,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0101,,Shashi Lodge,,历史文化,Palace / heritage,,Mymensingh,Mymensingh,Mymensingh Sadar,24.7618456,90.4029999,,Shashi Lodge位于孟加拉国Mymensingh大区的Mymensingh，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://www.openstreetmap.org/?mlat=24.7618456&mlon=90.4029999#map=15/24.7618456/90.4029999,Bangladesh Tourism Board directory | OpenStreetMap Photon,旅游局目录匹配；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0102,,Zainul Abedin Museum,,博物馆与纪念地,Museum,,Mymensingh,Mymensingh,Mymensingh Sadar,,,,Zainul Abedin Museum位于孟加拉国Mymensingh大区的Mymensingh，在本数据集中归为“博物馆与纪念地”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/,Bangladesh Tourism Board directory,旅游局目录匹配；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0103,,Hajiganj Fort,হাজিগঞ্জ দুর্গ,历史文化,Historic fort / UNESCO tentative component,,Dhaka,Narayanganj,Narayanganj Sadar,23.6334100,90.5128400,,Hajiganj Fort位于孟加拉国Dhaka大区的Narayanganj，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%B9%E0%A6%BE%E0%A6%9C%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C_%E0%A6%A6%E0%A7%81%E0%A6%B0%E0%A7%8D%E0%A6%97_%E0%A6%AA%E0%A7%82%E0%A6%B0%E0%A7%8D%E0%A6%AC_%E0%A6%A6%E0%A6%BF%E0%A6%95_%E0%A6%A5%E0%A7%87%E0%A6%95%E0%A7%87.jpg,https://beautifulbangladesh.gov.bd/ | https://whc.unesco.org/en/tentativelists/6675/ | https://www.wikidata.org/wiki/Q5639945,Bangladesh Tourism Board directory | specific authoritative source | Wikidata,景点级权威来源已核实；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0104,,Sonakanda Fort,সোনাকান্দা দুর্গ,历史文化,Historic fort / UNESCO tentative component,,Dhaka,Narayanganj,Bandar,23.6069800,90.5121400,,Sonakanda Fort位于孟加拉国Dhaka大区的Narayanganj，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/Sonakanda_Fort_main_gate.jpg,https://beautifulbangladesh.gov.bd/ | https://whc.unesco.org/en/tentativelists/6675/ | https://www.wikidata.org/wiki/Q19898428,Bangladesh Tourism Board directory | specific authoritative source | Wikidata,景点级权威来源已核实；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0105,,Bharat Bhayna Buddhist Temple,,历史文化,Archaeological site / UNESCO tentative component,,Khulna,Jashore,Keshabpur,,,,Bharat Bhayna Buddhist Temple位于孟加拉国Khulna大区的Jashore，在本数据集中归为“历史文化”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://whc.unesco.org/en/tentativelists/6669/,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0106,,Bibi Chini Mosque,বিবি চিনি মসজিদ,宗教与考古,Historic mosque / UNESCO tentative component,,Barishal,Barguna,Betagi,22.4736225,90.1942966,,Bibi Chini Mosque位于孟加拉国Barishal大区的Barguna，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/%E0%A6%AC%E0%A6%BF%E0%A6%AC%E0%A6%BF_%E0%A6%9A%E0%A6%BF%E0%A6%A8%E0%A6%BF_%E0%A6%90%E0%A6%A4%E0%A6%BF%E0%A6%B9%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95_%E0%A6%B6%E0%A6%BE%E0%A6%B9%E0%A7%80_%E0%A6%AE%E0%A6%B8%E0%A6%9C%E0%A6%BF%E0%A6%A6.jpg,https://beautifulbangladesh.gov.bd/ | https://whc.unesco.org/en/tentativelists/6672/ | https://www.wikidata.org/wiki/Q31724132,Bangladesh Tourism Board directory | specific authoritative source | Wikidata,景点级权威来源已核实；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0107,納亞巴德清真寺,Nayabad Mosque,নয়াবাদ মসজিদ,宗教与考古,Historic mosque / UNESCO tentative component,,Rangpur,Dinajpur,Kaharole,25.7819000,88.6586000,,Nayabad Mosque位于孟加拉国Rangpur大区的Dinajpur，在本数据集中归为“宗教与考古”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,https://commons.wikimedia.org/wiki/Special:FilePath/Noyabaad_Mosque_%286%29.jpg,https://beautifulbangladesh.gov.bd/ | https://whc.unesco.org/en/tentativelists/6672/ | https://www.wikidata.org/wiki/Q3349262,Bangladesh Tourism Board directory | specific authoritative source | Wikidata,景点级权威来源已核实；Wikidata坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0108,,National Botanical Garden of Bangladesh,,森林公园与保护区,Botanical garden,,Dhaka,Dhaka,Mirpur,23.8161063,90.3512629,,National Botanical Garden of Bangladesh位于孟加拉国Dhaka大区的Dhaka，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://sufal.bforest.gov.bd/redlist/wp-content/uploads/2024/09/Red-List-Summary-English.pdf | https://www.openstreetmap.org/?mlat=23.8161063&mlon=90.3512629#map=15/23.8161063/90.3512629,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0109,,"Bangabandhu Sheikh Mujib Safari Park, Gazipur",,森林公园与保护区,Safari park,,Dhaka,Gazipur,Sreepur,,,,"Bangabandhu Sheikh Mujib Safari Park, Gazipur位于孟加拉国Dhaka大区的Gazipur，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。",,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://bfis.bforest.gov.bd/library/wp-content/uploads/2021/02/Atlas-Forest-Mamagement.pdf,Bangladesh Tourism Board directory | specific authoritative source,景点级权威来源已核实；坐标待补,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0110,,Dulahazra Safari Park,,森林公园与保护区,Safari park,,Chattogram,Cox's Bazar,Chakaria,21.6597971,92.1032113,,Dulahazra Safari Park位于孟加拉国Chattogram大区的Cox's Bazar，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,全年；通常11月至次年3月天气较舒适,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://bfis.bforest.gov.bd/library/wp-content/uploads/2021/02/Atlas-Forest-Mamagement.pdf | https://www.openstreetmap.org/?mlat=21.6597971&mlon=92.1032113#map=15/21.6597971/92.1032113,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0111,,Khadimnagar National Park,,森林公园与保护区,National park,,Sylhet,Sylhet,Sylhet Sadar,24.9543638,91.9492565,,Khadimnagar National Park位于孟加拉国Sylhet大区的Sylhet，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://sufal.bforest.gov.bd/redlist/wp-content/uploads/2024/09/Red-List-Summary-English.pdf | https://www.openstreetmap.org/?mlat=24.9543638&mlon=91.9492565#map=15/24.9543638/91.9492565,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
BD-POI-0112,,Kaptai National Park,,森林公园与保护区,National park,,Chattogram,Rangamati,Kaptai,22.4999456,92.1773861,,Kaptai National Park位于孟加拉国Chattogram大区的Rangamati，在本数据集中归为“森林公园与保护区”。开放、通行和许可信息可能随季节或管理政策变化，出行前应向主管部门复核。,,,旱季（约11月至次年3月）,出发前通过当地旅游部门或地图服务核实路线,,,,https://beautifulbangladesh.gov.bd/ | https://sufal.bforest.gov.bd/redlist/wp-content/uploads/2024/09/Red-List-Summary-English.pdf | https://www.openstreetmap.org/?mlat=22.4999456&mlon=92.1773861#map=15/22.4999456/92.1773861,Bangladesh Tourism Board directory | specific authoritative source | OpenStreetMap Photon,景点级权威来源已核实；OSM坐标自动匹配（待人工复核）,2026-07-11,开放时间、门票和通行许可具有时效性，未获可靠来源时留空。
